date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url,genre_list
2024-08-30,1,SOIS PAS TIMIDE,GIMS,81,165978,single,1,2024-07-19,False,https://i.scdn.co/image/ab67616d0000b273681c4363b12252a4ed10f2fb,french hip hop & pop urbaine & r&b francais & rap conscient
2024-08-30,2,SPIDER,GIMS & DYSTINCT,83,188818,single,1,2024-05-10,False,https://i.scdn.co/image/ab67616d0000b27359dc8da873a4aa6c2d6888ff,belgian hip hop & french hip hop & pop urbaine & r&b francais & rap belge & rap conscient
2024-08-30,3,J’crois qu’ils ont pas compris,Leto,74,130000,album,12,2024-07-19,True,https://i.scdn.co/image/ab67616d0000b273e5f1f76084cf6dc4dc2b865d,french hip hop & pop urbaine & rap francais
2024-08-30,4,Imagine,Carbonne,80,165775,single,1,2024-05-03,False,https://i.scdn.co/image/ab67616d0000b27337e49fda542d77914677ca3e,[]
2024-08-30,5,No lo sé,Lacrim,76,165813,album,17,2024-06-14,True,https://i.scdn.co/image/ab67616d0000b273e3d45049f4fd0b3f1bc8f1f9,arabic hip hop & french hip hop & pop urbaine
2024-08-30,6,Bah Ouais - Nouvelle École,Dadi,76,201951,single,3,2024-07-22,False,https://i.scdn.co/image/ab67616d0000b2739fd9c32f3fc0231398c31a23,[]
2024-08-30,7,Coco,Ninho & Niska,76,148657,single,1,2024-07-12,True,https://i.scdn.co/image/ab67616d0000b273063273993b59a3241cc51ea6,french hip hop & pop urbaine & r&b francais
2024-08-30,8,Monaco,Guy2Bezbar,73,141314,single,1,2024-07-11,True,https://i.scdn.co/image/ab67616d0000b2732b5b2817520b75805d922f90,french hip hop & pop urbaine & rap francais
2024-08-30,9,Gata Only,FloyyMenor & Cris Mj,78,222000,album,7,2024-08-09,True,https://i.scdn.co/image/ab67616d0000b273ea86b8fe5ceb9e50e43a1ff9,mambo chileno & reggaeton chileno & trap latino & urbano chileno & urbano latino
2024-08-30,10,Hakayet,VEN1,77,158208,single,1,2023-11-20,True,https://i.scdn.co/image/ab67616d0000b27313295a84f4cf446fab5553a9,[]
2024-08-30,11,Wayeh,THEODORT,74,148786,album,15,2024-05-24,False,https://i.scdn.co/image/ab67616d0000b273d726484fcdb087409ded0765,[]
2024-08-30,12,Aucune attache,KeBlack,76,161977,single,1,2024-02-02,False,https://i.scdn.co/image/ab67616d0000b2734554f6ef4b73557ab553bc21,french hip hop & pop urbaine & r&b francais
2024-08-30,13,CRF - Nouvelle École,Yorssy,75,129153,single,5,2024-07-05,False,https://i.scdn.co/image/ab67616d0000b27365ccfa3a7a9139ec9bcdee86,[]
2024-08-30,14,Position,Franglish,75,141226,album,12,2024-02-15,False,https://i.scdn.co/image/ab67616d0000b273ecfbdb578028d4248ecdbe7d,french hip hop & pop urbaine & r&b francais
2024-08-30,15,Espresso,Sabrina Carpenter,98,175459,single,1,2024-04-12,True,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5,pop
2024-08-30,16,Move,Adam Port & Stryv & Keinemusik & Orso & Malachiii,91,177598,single,1,2024-06-07,False,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d,melodic house
2024-08-30,17,Alibi (with Pabllo Vittar & Yseult),Sevdaliza & Pabllo Vittar & Yseult,92,161655,single,1,2024-06-28,False,https://i.scdn.co/image/ab67616d0000b2734ee35e37bc21fe929a4d3605,alternative r&b & dance pop & french pop & funk carioca & funk pop & persian electronic & pop lgbtq+ brasileira & pop nacional & r&b francais
2024-08-30,18,Joie de filles (feat. Vacra),Lacrim & Vacra,64,138306,album,17,2024-06-14,True,https://i.scdn.co/image/ab67616d0000b273e3d45049f4fd0b3f1bc8f1f9,arabic hip hop & french hip hop & pop urbaine
2024-08-30,19,Beautiful Things,Benson Boone,91,180304,album,15,2024-04-05,False,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40,singer-songwriter pop
2024-08-30,20,Boucan (feat. Franglish),KeBlack & Franglish,76,171216,single,1,2024-04-25,True,https://i.scdn.co/image/ab67616d0000b27378ed0170fe04ce8369809eb3,french hip hop & pop urbaine & r&b francais
2024-08-30,21,Si Antes Te Hubiera Conocido,KAROL G,96,195824,single,1,2024-06-21,False,https://i.scdn.co/image/ab67616d0000b273491678beaffcefac517a699e,reggaeton & reggaeton colombiano & trap latino & urbano latino
2024-08-30,22,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,2024-05-17,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,art pop & pop
2024-08-30,23,COMMENT FAIRE UN TUBE,Damso,39,250453,album,11,2024-08-29,True,https://i.scdn.co/image/ab67616d0000b273b5a5cd20224acf86e96f8e1e,belgian hip hop & french hip hop & pop urbaine & r&b francais & rap belge & rap conscient
2024-08-30,24,FLASHBACK,Favé & Gazo,73,176120,album,15,2023-10-13,True,https://i.scdn.co/image/ab67616d0000b273bed20ca2a508148c3f8cffd8,drill francais & french hip hop & pop urbaine & r&b francais & rap francais
2024-08-30,25,Confidences,Vacra & PLK,58,128197,album,17,2024-05-16,False,https://i.scdn.co/image/ab67616d0000b273a8c324480f2a0a8a92b272cf,french hip hop & pop urbaine & rap conscient
2024-08-30,26,Bande organisée 2,Jul & 13 Organisé & Alonzo & SCH & Kofs & Soso Maness & Houari & Elams & Solda & Naps,71,376493,single,1,2024-08-15,True,https://i.scdn.co/image/ab67616d0000b2737cfde48c236b512980c813df,french hip hop & pop urbaine & r&b francais & rap francais & rap marseille
